"SID"	"count"	"gene"	"n"	"pvalue"	"qvalue"
"9:111622239-111624601"	2363	"ACTL7A"	0	0.961466930705107	1
"9:111696396-111696459"	64	"IKBKAP"	0	NA	NA
"9:111882225-111885224"	3000	"TMEM245"	2	0.740095920749777	1
"9:111929608-111932570"	2963	"FRRS1L"	7	0.053107253454632	1
"9:112083244-112086020"	2777	"EPB41L4B"	3	0.376932558302801	1
"9:112260586-112263589"	3004	"PTPN3"	6	0.0967967560101485	1
"9:112539588-112542587"	3000	"PALM2-AKAP2"	1	0.88843035178422	1
"9:112950453-112951512"	400	"C9orf152"	0	0.352522221814492	1
"9:113018920-113021919"	3000	"TXN"	1	0.842508005011069	1
"9:113100127-113103124"	2998	"TXNDC8"	0	0.96272004158033	1
"9:113342160-113345159"	3000	"SVEP1"	6	0.144546625931988	1
"9:113428050-113431049"	3000	"MUSK"	2	0.731355668017895	1
"9:113800365-113803364"	3000	"LPAR1"	4	0.409424538447727	1
"9:114090713-114093712"	3000	"OR2K2"	2	0.772782201035228	1
"9:114246637-114250024"	3388	"KIAA0368"	1	NA	NA
"9:114284446-114287511"	3065	"ZNF483"	3	0.483214635340643	1
"9:114362135-114364710"	2576	"PTGR1"	4	0.139044713942199	1
"9:114390631-114393630"	3000	"DNAJC25"	3	0.318549639643954	1
"9:114548112-114548363"	252	"C9orf84"	0	0.22024458627749	1
"9:114656205-114659044"	2840	"UGCG"	6	0.052230241447703	1
"9:114937688-114940555"	2868	"SUSD1"	5	0.0516207936300108	1
"9:115095947-115098943"	2997	"PTBP3"	2	0.529870990642813	1
"9:115139216-115142215"	3000	"HSDL2"	2	0.651370006062799	1
"9:115246775-115248865"	498	"KIAA1958"	1	0.121856345140387	1
"9:115480516-115483386"	2871	"INIP"	3	0.66117025477139	1
"9:115510133-115513116"	2984	"SNX30"	3	0.48524429151799	1
"9:115653193-115656192"	3000	"SLC46A2"	8	0.047714946611859	1
"9:115818968-115821995"	3028	"ZFP37"	4	0.444471886338705	1
"9:115910237-115913220"	2984	"SLC31A2"	2	0.771018490824663	1
"9:115965289-115969651"	155	"FKBP15"	0	0.191722575400408	1
"9:115980841-115983840"	3000	"SLC31A1"	4	0.292734633226561	1
"9:116037869-116040868"	2991	"CDC26"	0	0.96085871593114	1
"9:116108820-116111819"	3000	"BSPRY"	4	0.192120224617953	1
"9:116139279-116141340"	2062	"HDHD3"	1	0.59894079111977	1
"9:116163613-116166612"	3000	"ALAD"	0	0.947817189226703	1
"9:116172952-116172964"	13	"POLE3"	0	0.0126949951636279	1
"9:116204010-116207009"	3000	"RGS3"	1	0.81745294201577	1
"9:116635561-116638560"	3000	"ZNF618"	5	0.28498337019508	1
"9:116840752-116843751"	3000	"AMBP"	16	0.0719335840317828	1
"9:116861337-116864336"	2997	"KIF12"	10	0.640635915127187	1
"9:116915230-116917838"	2609	"COL27A1"	2	0.682326231438449	1
"9:117082335-117085334"	3000	"ORM1"	4	0.33760640989641	1
"9:117092097-117092147"	51	"ORM2"	0	0.0641454076974613	1
"9:117156685-117159684"	3000	"AKNA"	2	0.744070903048939	1
"9:117267250-117270729"	3480	"DFNB31"	9	NA	NA
"9:117347025-117350024"	3000	"ATP6V1G1"	0	0.959494563152377	1
"9:117370705-117373484"	2780	"C9orf91"	1	NA	NA
"9:117568406-117571405"	3000	"TNFSF15"	0	0.968420549729394	1
"9:117692697-117695696"	3000	"TNFSF8"	6	0.133200966662439	1
"9:117880536-117883535"	3000	"TNC"	2	0.719362399382305	1
"9:117901096-117904095"	3000	"DEC1"	4	0.496451221187662	1
"9:118913082-118916081"	3000	"PAPPA"	8	0.19236002110032	1
"9:120177348-120180316"	2969	"ASTN2"	6	0.565228818389309	1
"9:120463609-120466648"	3039	"TLR4"	8	0.433551784369524	1
"9:122131745-122134738"	2994	"BRINP1"	11	0.0455747341113131	1
"9:123342436-123345436"	3001	"CDK5RAP2"	10	0.0156000540408206	1
"9:123476748-123479747"	3000	"MEGF9"	4	0.334965066562567	1
"9:123555690-123558689"	3000	"FBXW2"	1	0.763263425476737	1
"9:123605262-123608205"	2944	"PSMD5"	2	0.496936858718466	1
"9:123639606-123642605"	3000	"PHF19"	4	0.139955458334393	1
"9:123691047-123694450"	3404	"TRAF1"	4	0.19938807803084	1
"9:123812554-123815553"	3000	"C5"	6	0.085748176255845	1
"9:123834140-123834790"	569	"CNTRL"	0	0.474250813596608	1
"9:123964147-123967146"	3000	"RAB14"	2	0.659700450651229	1
"9:123967147-123967364"	218	"GSN"	0	0.209092161247601	1
"9:124132483-124135530"	3048	"STOM"	5	0.603207564592384	1
"9:124326398-124329397"	3000	"DAB2IP"	3	0.571927734051461	1
"9:124855885-124858884"	3000	"TTLL11"	1	0.902667834081543	1
"9:124922098-124922188"	91	"NDUFA8"	0	0.109517959028849	1
"9:124991124-124994090"	2967	"LHX6"	3	0.512287751472274	1
"9:125130228-125133357"	3129	"PTGS1"	4	0.400211235419063	1
"9:125240235-125243204"	2970	"OR1J1"	1	0.943991382708806	1
"9:125270080-125273079"	3000	"OR1J2"	4	0.483716347502966	1
"9:125278419-125281418"	3000	"OR1J4"	4	0.483716347502966	1
"9:125289572-125292571"	3000	"OR1N1"	4	0.483716347502966	1
"9:125312448-125315389"	2942	"OR1N2"	6	0.161784076202012	1
"9:125330838-125333755"	2918	"OR1L8"	4	0.653126938634771	1
"9:125374016-125376946"	2931	"OR1Q1"	4	0.462579136473463	1
"9:125391852-125394813"	2962	"OR1B1"	4	0.471575200812306	1
"9:125420994-125423993"	3000	"OR1L1"	5	0.406726854514618	1
"9:125434408-125437313"	2906	"OR1L3"	4	0.381449893699445	1
"9:125483268-125486267"	3000	"OR1L4"	5	0.240785450451609	1
"9:125509126-125512125"	3000	"OR1L6"	2	0.78928057668381	1
"9:125548211-125551148"	2938	"OR5C1"	2	0.773913369404202	1
"9:125559401-125562368"	2947	"OR1K1"	7	0.111960689036889	1
"9:125590910-125593909"	3000	"PDCL"	3	0.595109108520555	1
"9:125663246-125663345"	100	"RC3H2"	0	0.106815501018142	1
"9:125675609-125677842"	2234	"ZBTB6"	1	0.715503804231788	1
"9:125693779-125696778"	3000	"ZBTB26"	2	0.850341054520912	1
"9:125700287-125703286"	3000	"RABGAP1"	4	0.284408037551418	1
"9:126030843-126033854"	3012	"STRBP"	2	0.707873533088628	1
"9:126115448-126118505"	3057	"CRB2"	2	0.659912984682793	1
"9:126692386-126695416"	3031	"DENND1A"	3	0.503912214536746	1
"9:126770888-126773887"	3000	"LHX2"	5	0.228386055034887	1
"9:127017195-127019883"	2689	"NEK6"	1	0.79261237688317	1
"9:127177718-127180720"	3003	"PSMB7"	3	0.481395945600803	1
"9:127210422-127213421"	3000	"GPR144"	4	NA	NA
"9:127269709-127272698"	2990	"NR5A1"	1	0.861675421151662	1
"9:127533556-127536547"	2992	"NR6A1"	3	0.521107895596237	1
"9:127536549-127539525"	2977	"OLFML2A"	2	0.478046045168348	1
"9:127624240-127624407"	168	"ARPC5L"	0	0.148697888861971	1
"9:127703378-127704884"	1507	"GOLGA1"	1	0.409841532695397	1
"9:127905775-127908774"	3000	"SCAI"	4	0.14384520898839	1
"9:127952097-127955217"	3121	"PPP6C"	3	0.328885070480661	1
"9:127959820-127962880"	3039	"RABEPK"	4	0.15021029596862	1
"9:128003609-128006608"	3000	"HSPA5"	1	0.764204527643726	1
"9:128021110-128061199"	3152	"GAPVD1"	2	0.557962819025426	1
"9:128469510-128472512"	3003	"MAPKAP1"	1	0.840237324757344	1
"9:128506623-128509705"	3082	"PBX3"	2	0.722286700782808	1
"9:129086127-129089126"	3000	"MVB12B"	4	0.399806375139763	1
"9:129373721-129376746"	3023	"LMX1B"	1	0.908733157981062	1
"9:129564284-129567292"	3008	"ZBTB43"	3	0.387469664200177	1
"9:129619943-129622942"	3000	"ZBTB34"	1	0.767175871672621	1
"9:129674052-129677051"	3000	"RALGPS1"	3	0.380707024235575	1
"9:130023755-130026803"	3048	"GARNL3"	2	0.563133571230961	1
"9:130156464-130159419"	2956	"SLC2A8"	6	0.0641565283212614	1
"9:130183660-130186659"	3000	"ZNF79"	0	0.947302459511444	1
"9:130213684-130213790"	107	"LRSAM1"	0	0.0983365048213727	1
"9:130331367-130343107"	3810	"FAM129B"	6	0.0611739241817951	1
"9:130371543-130374542"	3000	"STXBP1"	6	0.150280138171351	1
"9:130469206-130469269"	64	"C9orf117"	0	NA	NA
"9:130478282-130481281"	3000	"PTRH1"	3	0.29681947932361	1
"9:130497596-130500595"	3000	"TOR2A"	2	0.521868727122038	1
"9:130541020-130544019"	3000	"SH2D3C"	4	0.275347139972244	1
"9:130545304-130548326"	2843	"CDK9"	4	0.108992816016929	1
"9:130562153-130565152"	3000	"FPGS"	1	0.74796569993997	1
"9:130617035-130620034"	3000	"ENG"	5	0.0495158289260911	1
"9:130640022-130643021"	3000	"AK1"	4	0.302063938963024	1
"9:130661925-130664870"	2946	"ST6GALNAC6"	1	0.760868816513184	1
"9:130679305-130682304"	3000	"ST6GALNAC4"	0	0.940308955412652	1
"9:130693076-130696075"	3000	"PIP5KL1"	0	0.940308955412652	1
"9:130700763-130702855"	2093	"DPM2"	3	0.125351783878282	1
"9:130743803-130743906"	104	"FAM102A"	0	0.0921834520849714	1
"9:130829600-130832598"	2841	"NAIF1"	4	0.123318559600424	1
"9:130890741-130893473"	2733	"PTGES2"	7	0.0135789228564364	1
"9:130908731-130911348"	2618	"LCN2"	3	0.252424107651406	1
"9:130919538-130922537"	3000	"C9orf16"	5	0.16648493444502	1
"9:131038268-131041267"	3000	"GOLGA2"	0	0.946744640156465	1
"9:131099924-131103005"	3081	"SLC27A4"	2	0.537693784343238	1
"9:131130597-131133596"	3000	"URM1"	2	0.519892470805493	1
"9:131179758-131182757"	3000	"CERCAM"	2	0.519892470805493	1
"9:131215284-131222836"	2566	"ODF2"	0	0.912483367269545	1
"9:131263978-131266977"	3000	"GLE1"	1	0.791442061991414	1
"9:131311865-131314867"	3002	"SPTAN1"	1	0.789435670587034	1
"9:131419066-131422065"	3000	"WDR34"	1	0.794190818965893	1
"9:131448508-131451503"	2996	"SET"	1	0.781596010247346	1
"9:131461801-131464800"	3000	"PKN3"	2	0.781929508166959	1
"9:131486385-131489384"	2998	"ZDHHC12"	5	0.0667073999086803	1
"9:131534172-131537171"	3000	"ZER1"	1	0.778283617992928	1
"9:131546509-131549481"	2973	"TBC1D13"	0	0.942318708600422	1
"9:131577778-131580751"	2974	"ENDOG"	3	0.310141475491365	1
"9:131592100-131595099"	3000	"C9orf114"	0	NA	NA
"9:131644332-131644389"	58	"LRRC8A"	0	0.0535632229623166	1
"9:131790579-131793578"	3000	"SH3GLB2"	3	0.291032812779093	1
"9:131796252-131799211"	2960	"FAM73B"	9	NA	NA
"9:131840382-131843377"	2996	"DOLPP1"	1	0.744696604861351	1
"9:131870687-131873686"	2923	"PPP2R4"	2	NA	NA
"9:132369857-132370375"	519	"NTMT1"	0	0.384557498653049	1
"9:132404444-132407443"	2984	"ASB6"	4	0.134267095412688	1
"9:132424919-132427918"	3000	"PRRX2"	3	0.298040807654305	1
"9:132515326-132518325"	3000	"PTGES"	4	0.141092374011161	1
"9:132562431-132565430"	3000	"TOR1B"	2	0.519843596841876	1
"9:132586413-132589412"	3000	"TOR1A"	2	0.519843596841876	1
"9:132597554-132597723"	170	"USP20"	0	0.145680861814668	1
"9:132805441-132808472"	3032	"FNBP1"	0	0.93983811436154	1
"9:132812984-132815703"	2720	"GPR107"	2	0.457870560464736	1
"9:132931856-132934855"	3000	"NCS1"	0	0.939188000752161	1
"9:133282947-133285946"	640	"HMCN2"	2	0.0387744212627034	1
"9:133317315-133320314"	3000	"ASS1"	1	0.783848122426205	1
"9:133451992-133454991"	3000	"FUBP3"	2	0.532469377266962	1
"9:133536980-133539979"	3000	"PRDM12"	4	0.140665904809796	1
"9:133566107-133569106"	2992	"EXOSC2"	1	0.773584321661488	1
"9:133707830-133710451"	2622	"ABL1"	2	0.451463792722246	1
"9:133769225-133772224"	3000	"QRFP"	2	0.521467412728724	1
"9:133814237-133817238"	3002	"FIBCD1"	2	0.524471676488545	1
"9:133881503-133884467"	2965	"LAMC3"	1	0.763953140329077	1
"9:133968928-133971927"	3000	"AIF1L"	1	0.780123343581631	1
"9:134154384-134154483"	100	"FAM78A"	0	0.0884210769478109	1
"9:134162080-134165079"	3000	"PPAPDC3"	3	NA	NA
"9:134375288-134378287"	3000	"POMT1"	3	0.547240334890695	1
"9:134406655-134409654"	3000	"UCK1"	0	0.946004002412806	1
"9:134955295-134958273"	2979	"MED27"	4	0.321817692188922	1
"9:135034333-135037332"	3000	"NTNG2"	1	0.961450617649361	1
"9:135230372-135233371"	3000	"SETX"	2	0.685183134192721	1
"9:135282209-135282427"	219	"TTF1"	0	0.215442286757284	1
"9:135282429-135285237"	2809	"C9orf171"	6	NA	NA
"9:135454992-135457570"	2579	"BARHL1"	6	0.038145812076513	1
"9:135542727-135545420"	2694	"GTF3C4"	4	0.216963570579128	1
"9:135754164-135754283"	120	"AK8"	0	0.142267683239703	1
"9:135820008-135820936"	929	"TSC1"	5	0.00433781366104532	1
"9:135903075-135906074"	3000	"GTF3C5"	3	0.351589260131052	1
"9:135934364-135937363"	3000	"CEL"	4	0.181244064731847	1
"9:135996578-135999560"	2983	"RALGDS"	3	0.31597835015024	1
"9:136084628-136087627"	3000	"OBP2B"	2	0.57202603148713	1
"9:136203235-136205157"	1923	"SURF6"	0	0.882996631029986	1
"9:136214972-136215067"	96	"MED22"	0	0.107135569594687	1
"9:136223361-136223426"	66	"SURF1"	0	0.0749491521835467	1
"9:136242970-136243236"	267	"SURF4"	0	0.270358816219179	1
"9:136283164-136286163"	3000	"REXO4"	1	0.785077744822289	1
"9:136286164-136287118"	955	"ADAMTS13"	0	0.598725816566946	1
"9:136322108-136325107"	3000	"CACFD1"	3	0.351367030687111	1
"9:136344259-136347258"	3000	"SLC2A6"	2	0.578916862664201	1
"9:136390068-136393067"	3000	"TMEM8C"	6	NA	NA
"9:136396974-136397284"	311	"ADAMTSL2"	1	0.040793453112089	1
"9:136498484-136501480"	2991	"DBH"	2	0.696195648920299	1
"9:136605042-136606478"	1437	"SARDH"	3	0.108488152944018	1
"9:136857403-136860445"	3043	"VAV2"	2	0.734248824833506	1
"9:136933139-136936140"	3002	"BRD3"	6	0.0520211364394253	1
"9:136998209-137001208"	3000	"WDR5"	3	NA	NA
"9:137215425-137218424"	3000	"RXRA"	4	0.20015159059679	1
"9:137530651-137533618"	2968	"COL5A1"	3	0.457282964621795	1
"9:137769657-137772656"	3000	"FCN2"	6	0.163502356047479	1
"9:137809809-137812805"	2997	"FCN1"	10	0.000785385974421728	1
"9:137964267-137978648"	3297	"OLFM1"	4	0.376452756803094	1
"9:138233555-138233667"	113	"C9orf62"	0	0.147230348775081	1
"9:138368647-138370923"	2277	"PPP1R26"	4	0.410651266609371	1
"9:138391718-138393883"	1837	"C9orf116"	6	0.0168558897209711	1
"9:138410283-138413282"	3000	"LCN1"	12	0.00104689243942171	1
"9:138434984-138437983"	3000	"OBP2A"	8	0.0295000898950722	1
"9:138450603-138453602"	3000	"PAEP"	8	0.0107834577477265	1
"9:138531386-138534385"	3000	"GLT6D1"	5	0.173977406424151	1
"9:138552167-138555166"	3000	"LCN9"	5	0.173977406424151	1
"9:138591037-138594036"	3000	"KCNT1"	10	0.00977635301065771	1
"9:138799070-138802004"	2935	"CAMSAP1"	1	0.843406172471943	1
"9:138853226-138856225"	3000	"UBAC1"	4	0.19816785466503	1
"9:138942426-138990130"	3021	"NACC2"	4	0.182836302321345	1
"9:139095004-139098003"	3000	"LHX3"	4	0.147245471978134	1
"9:139137687-139140686"	3000	"QSOX2"	5	0.0623227250792233	1
"9:139218931-139221930"	3000	"GPSM1"	7	0.00770615267474871	1
"9:139258241-139258405"	165	"DNLZ"	0	0.146145954274248	1
"9:139268133-139270026"	1894	"CARD9"	1	0.538949596644742	1
"9:139293249-139295888"	2640	"SNAPC4"	0	0.920455507995324	1
"9:139302115-139305110"	2928	"PMPCA"	2	0.541068082086147	1
"9:139334274-139337255"	2982	"INPP5E"	1	NA	NA
"9:139371567-139372207"	641	"SEC16A"	0	0.457887707832417	1
"9:139376508-139377945"	1438	"C9orf163"	2	0.156918446926922	1
"9:139440314-139443237"	2916	"NOTCH1"	3	0.529326888290093	1
"9:139550373-139551903"	769	"EGFL7"	0	0.516371952865477	1
"9:139581875-139584874"	3000	"AGPAT2"	0	0.94143700540898	1
"9:139604023-139607020"	2998	"FAM69B"	2	0.563447170631153	1
"9:139642980-139645979"	3000	"LCN6"	2	0.553176771297952	1
"9:139652678-139654083"	1406	"LCN8"	5	0.00253966881757583	1
"9:139658965-139661964"	3000	"LCN15"	2	0.553176771297952	1
"9:139682806-139685805"	3000	"TMEM141"	3	0.326161878753475	1
"9:139738770-139738865"	96	"C9orf172"	0	NA	NA
"9:139740175-139743544"	3070	"PHPT1"	5	0.0731759931458277	1
"9:139760738-139763737"	3000	"EDF1"	2	0.546699990065103	1
"9:139777969-139780968"	3000	"TRAF2"	2	NA	NA
"9:139839339-139842101"	1056	"FBXW5"	1	0.266783841729887	1
"9:139843779-139846778"	3000	"LCN12"	3	0.315630740141033	1
"9:139860694-139863693"	148	"C9orf141"	0	NA	NA
"9:139868956-139871955"	3000	"PTGDS"	5	0.0654635545096943	1
"9:139876190-139877443"	1254	"LCNL1"	2	0.118267982267899	1
"9:139891255-139894023"	2769	"CLIC3"	0	0.929827981691762	1
"9:139919788-139921914"	741	"C9orf139"	1	0.166356962659617	1
"9:139940655-139942547"	1893	"NPDC1"	2	0.27935154933519	1
"9:139948497-139951496"	3000	"ENTPD2"	3	0.329971499665186	1
"9:139965040-139968027"	2988	"SAPCD2"	1	0.788090220594373	1
"9:139968952-139971951"	3000	"UAP1L1"	1	0.789934998879367	1
"9:139978990-139981377"	2388	"MAN1B1"	2	0.406168519910303	1
"9:140009180-140012169"	2990	"DPP7"	5	0.311288992022046	1
"9:140030608-140033931"	3323	"GRIN1"	5	0.0927802053972104	1
"9:140064503-140067490"	1505	"LRRC26"	1	0.416997954916711	1
"9:140067701-140068117"	417	"TMEM210"	1	0.0571656393818024	1
"9:140082989-140085988"	1276	"ANAPC2"	1	0.34047214168054	1
"9:140095250-140095531"	282	"TPRN"	0	0.235346812929647	1
"9:140097146-140100145"	1442	"NDOR1"	1	0.413150260416386	1
"9:140116033-140119032"	2758	"RNF208"	3	0.504349136950278	1
"9:140119033-140119085"	53	"C9orf169"	0	NA	NA
"9:140122208-140125207"	2918	"SLC34A3"	2	0.542357312757244	1
"9:140132664-140135663"	3000	"TUBB4B"	4	0.168137907992897	1
"9:140142222-140142249"	28	"FAM166A"	0	0.0272075421669632	1
"9:140145619-140145728"	110	"C9orf173"	0	NA	NA
"9:140146624-140149623"	2931	"NELFB"	3	0.544929768283272	1
"9:140169200-140172199"	3000	"TOR4A"	3	0.333689494857811	1
"9:140196703-140199702"	3000	"NRARP"	3	0.333689494857811	1
"9:140314846-140317800"	2955	"NOXA1"	4	0.229176753349888	1
"9:140332754-140338900"	3953	"ENTPD8"	2	0.764583674615885	1
"9:140353754-140354402"	649	"NSMF"	2	0.0231718377188228	1
"9:140443308-140445649"	2342	"MRPL41"	0	0.892924086984625	1
"9:140473387-140476386"	3000	"DPH7"	7	0.0638288683574916	1
"9:140484942-140487936"	2995	"ZMYND19"	2	0.537338219461468	1
"9:140510443-140513442"	3000	"EHMT1"	0	0.96732321272302	1
"9:140769240-140772239"	3000	"CACNA1B"	2	0.776490651534429	1
"10:95241-98177"	2937	"TUBB8"	3	0.960938869430547	1
"10:179288-179665"	378	"ZMYND11"	1	0.120823615076964	1
"10:735606-738605"	3000	"DIP2C"	2	0.815941191635955	1
"10:931702-934701"	3000	"LARP4B"	0	0.986918654424665	1
"10:1031348-1034336"	2989	"GTPBP4"	1	0.866959154944274	1
"10:1071799-1074798"	3000	"IDI2"	3	0.460903221267475	1
"10:1095110-1095476"	367	"WDR37"	1	0.0658357809792367	1
"10:1779670-1782669"	3000	"ADARB2"	6	0.273317277188312	1
"10:3106711-3109710"	3000	"PFKP"	3	0.551481168694212	1
"10:3214999-3218002"	3004	"PITRM1"	9	0.0412117869078801	1
"10:3827467-3830472"	3006	"KLF6"	8	0.0227474620552904	1
"10:4865445-4868444"	3000	"AKR1E2"	3	0.678120815315149	1
"10:5060223-5063222"	3000	"AKR1C2"	5	0.503670970213219	1
"10:5133567-5135983"	2417	"AKR1C3"	1	0.903510447482046	1
"10:5235797-5237424"	1628	"AKR1C4"	3	0.285128421467435	1
"10:5403975-5406970"	2996	"UCN3"	1	0.926622670932104	1
"10:5446793-5449792"	3000	"TUBAL3"	3	0.611691869381157	1
"10:5451517-5454512"	2996	"NET1"	3	NA	NA
"10:5541533-5544532"	3000	"CALML5"	1	0.903216604871672	1
"10:5563923-5566922"	3000	"CALML3"	4	NA	NA
"10:5708547-5711557"	3011	"ASB13"	3	0.360381972846885	1
"10:5855512-5858511"	3000	"GDI2"	4	0.345107413286184	1
"10:6019587-6022573"	2987	"IL15RA"	3	0.570804276671813	1
"10:6104288-6107287"	3000	"IL2RA"	2	0.572909815682509	1
"10:6127949-6130948"	3000	"RBM17"	3	0.410859312009572	1
"10:6241839-6244892"	3053	"PFKFB3"	5	0.127239863441512	1
"10:6389511-6390539"	1029	"DKFZP667F0711"	0	NA	NA
"10:6622263-6625253"	2991	"PRKCQ"	1	0.923177756124885	1
"10:7453450-7456447"	2998	"SFMBT2"	5	0.186197125459537	1
"10:7708934-7711960"	3027	"ITIH5"	5	0.22190022816209	1
"10:7742235-7745361"	3126	"ITIH2"	12	0.00645854198505159	1
"10:7829944-7832943"	3000	"KIN"	4	0.574464829841152	1
"10:7857672-7860465"	2794	"TAF3"	6	0.0980919269411286	1
"10:8093666-8096654"	2989	"GATA3"	4	0.553200175177042	1
"10:11057105-11060104"	3000	"CELF2"	4	0.633051107309779	1
"10:11781364-11784363"	3000	"ECHDC3"	9	0.189144293404021	1
"10:12085023-12087839"	2817	"UPF2"	3	0.284920996611473	1
"10:12107970-12110969"	3000	"DHTKD1"	2	0.579966860606485	1
"10:12168639-12171696"	3057	"SEC61A2"	5	0.0780171881862537	1
"10:12388582-12391479"	2898	"CAMK1D"	4	0.421805299923638	1
"10:13043697-13046696"	3000	"CCDC3"	1	0.900020131579191	1
"10:13139081-13141447"	2367	"OPTN"	4	0.341307416321285	1
"10:13200553-13203577"	3024	"MCM10"	5	0.123825692594488	1
"10:13276331-13279327"	2997	"UCMA"	8	0.0145646591906988	1
"10:13342101-13345129"	3029	"PHYH"	3	0.462067489800216	1
"10:13390297-13393296"	3000	"SEPHS1"	1	0.863646493369033	1
"10:13544976-13570577"	3045	"BEND7"	5	0.181859457866503	1
"10:13625938-13628925"	2988	"PRPF18"	7	0.106823859926372	1
"10:14372883-14375865"	2983	"FRMD4A"	8	0.0648169767324494	1
"10:14647139-14647587"	449	"FAM107B"	0	0.385504977219895	1
"10:14877260-14880161"	2902	"HSPA14"	3	0.353312494234002	1
"10:14917861-14920853"	2992	"SUV39H2"	0	0.95904499337496	1
"10:14996047-14999430"	3384	"DCLRE1C"	3	0.476236800591158	1
"10:14999431-15008436"	2076	"MEIG1"	1	0.687806510823644	1
"10:15082894-15085893"	3000	"OLAH"	6	0.168836715250228	1
"10:15130775-15133774"	3000	"ACBD7"	4	0.408324538477431	1
"10:15136329-15137381"	1053	"RPP38"	1	0.439364808057609	1
"10:15139318-15139328"	11	"C10orf111"	0	0.0155286284756442	1
"10:15210692-15213691"	3000	"NMT2"	5	0.25560654986755	1
"10:15413073-15416057"	2985	"FAM171A1"	8	0.0882526472485141	1
"10:15762124-15764769"	2646	"ITGA8"	9	0.0682652636187832	1
"10:15902519-15905518"	3000	"FAM188A"	3	NA	NA
"10:16475966-16478940"	2975	"PTER"	8	0.191249927874676	1
"10:16564004-16567003"	3000	"C1QL3"	7	0.446495560963994	1
"10:16859527-16862452"	2926	"RSU1"	7	0.141229392710702	1
"10:17171830-17174815"	2986	"CUBN"	6	0.171769265596017	1
"10:17243681-17246849"	3169	"TRDMT1"	11	0.642336825673121	1
"10:17267257-17271255"	3998	"VIM"	7	0.179849378390404	1
"10:17496329-17499253"	2925	"ST8SIA6"	7	0.0458848142338988	1
"10:17659379-17662372"	2994	"PTPLA"	4	NA	NA
"10:17683123-17686122"	3000	"STAM"	3	0.490767019441596	1
"10:17791250-18041216"	6000	"TMEM236"	1	0.994033598040801	1
"10:17848361-17851360"	3000	"MRC1L1"	0	NA	NA
"10:18095351-18098350"	3000	"MRC1"	0	0.955980705086133	1
"10:18237767-18240841"	3073	"SLC39A12"	8	0.0222867599040985	1
"10:18426605-18429604"	3000	"CACNB2"	3	0.561371500048594	1
"10:18945312-18945332"	21	"RP11-139J15.7"	0	NA	NA
"10:18945333-18948332"	3000	"ARL5B"	7	0.0963668618278902	1
"10:19492578-19493243"	338	"C10orf112"	1	NA	NA
"10:20102371-20105166"	2796	"PLXDC2"	6	0.594699073365799	1
"10:21435488-21436345"	293	"C10orf113"	0	0.318795357648664	1
"10:21789045-21789190"	146	"CASC10"	0	0.157214731061832	1
"10:21816030-21817222"	649	"SKIDA1"	0	0.517962585013791	1
"10:21820573-21823270"	2698	"MLLT10"	3	0.44006803048152	1
"10:22292654-22295649"	2996	"DNAJC1"	2	0.837580805267389	1
"10:22498950-22498994"	45	"EBLN1"	0	0.062515586277299	1
"10:22602311-22602336"	26	"COMMD3"	1	0.000649351141433836	1
"10:22602337-22604901"	2565	"COMMD3-BMI1"	5	0.139310813190468	1
"10:22631398-22634397"	3000	"SPAG6"	2	0.750796219811453	1
"10:23003484-23006483"	3000	"PIP4K2A"	2	0.775835249462623	1
"10:23213953-23216951"	2999	"ARMC3"	11	0.00680164318070621	1
"10:23381434-23384433"	3000	"MSRB2"	3	0.570945052955079	1
"10:23478459-23481254"	2796	"PTF1A"	3	0.538703085807489	1
"10:23528745-23528858"	114	"C10orf115"	0	NA	NA
"10:24495092-24498091"	3000	"KIAA1217"	4	0.790157368787458	1
"10:25012597-25015596"	3000	"ARHGAP21"	6	0.0638945569972701	1
"10:25241537-25244532"	2996	"PRTFDC1"	0	0.959356961468003	1
"10:25302586-25305585"	3000	"THNSL1"	6	0.258556320500615	1
"10:25461289-25463989"	2701	"GPR158"	9	0.0344467292657752	1
"10:26220195-26223194"	3000	"MYO3A"	8	0.248751852501781	1
"10:26502235-26505234"	3000	"GAD2"	4	0.613430281454717	1
"10:26724265-26727130"	2866	"APBB1IP"	13	2.9835329718776e-05	0.423363328709431
"10:26983587-26986586"	3000	"PDSS1"	6	0.112892108742566	1
"10:27149959-27153015"	3057	"ABI1"	1	0.897926542184768	1
"10:27389421-27392420"	3000	"ANKRD26"	6	0.177574595243985	1
"10:27443321-27446320"	2990	"YME1L1"	4	0.517741299077043	1
"10:27529744-27532807"	3064	"ACBD5"	5	0.311879182329284	1
"10:27703297-27706296"	3000	"PTCHD3"	6	0.23458798555693	1
"10:27790248-27793195"	2948	"RAB18"	7	0.0383446194087694	1
"10:28034989-28037777"	2789	"MKX"	5	0.367978000750131	1
"10:28287977-28290976"	3000	"ARMC4"	7	0.155405532761358	1
"10:28571067-28574066"	3000	"MPP7"	1	0.908882682354241	1
"10:28819420-28822346"	2927	"WAC"	4	0.227114724137816	1
"10:28963423-28966269"	2847	"BAMBI"	1	0.878985671026869	1
"10:29574989-29577988"	3000	"LYZL1"	6	0.359019594089098	1
"10:29923901-29926900"	3000	"SVIL"	5	0.220113306810762	1
"10:30638248-30641247"	3000	"MTPAP"	2	0.752015982246183	1
"10:30719949-30722864"	2916	"MAP3K8"	4	0.202122907813652	1
